City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
52,Kapaa,22.0752,-159.319,73.38,98,100,25.32,US,2022-04-17 01:36:53
53,Waterloo,43.4668,-80.5164,34.74,64,100,8.05,CA,2022-04-17 01:36:25
54,Bhattiprolu,16.1,80.7833,84.36,71,31,7.11,IN,2022-04-17 01:39:49
55,Pinega,64.7001,43.3936,30.83,95,100,7.23,RU,2022-04-17 01:39:49
56,Tazovskiy,67.4667,78.7,12.16,92,100,17.85,RU,2022-04-17 01:39:50
57,Pevek,69.7008,170.3133,7.65,89,100,6.44,RU,2022-04-17 01:39:50
58,Fortuna,40.5982,-124.1573,51.85,66,0,10.36,US,2022-04-17 01:39:50
59,Khatanga,71.9667,102.5,21.58,95,88,8.1,RU,2022-04-17 01:39:51
60,Birjand,32.8663,59.2211,61.27,51,75,9.22,IR,2022-04-17 01:39:51
61,East London,-33.0153,27.9116,61.38,77,100,6.06,ZA,2022-04-17 01:39:52
62,Ipameri,-17.7219,-48.1597,62.44,61,5,4.76,BR,2022-04-17 01:39:52
63,Batemans Bay,-35.7167,150.1833,68.09,47,1,7.58,AU,2022-04-17 01:39:53
64,Cabo San Lucas,22.8909,-109.9124,83.5,22,75,3.44,MX,2022-04-17 01:36:32
65,Novyy Urengoy,66.0833,76.6333,11.19,92,100,16.69,RU,2022-04-17 01:39:53
66,Saint-Georges,12.0564,-61.7485,80.28,78,20,21.85,GD,2022-04-17 01:37:34
67,Hofn,64.2539,-15.2082,46.2,97,99,6.78,IS,2022-04-17 01:39:54
68,Angoche,-16.2325,39.9086,77.86,88,16,7.61,MZ,2022-04-17 01:39:54
69,Trinidad,-14.8333,-64.9,70.09,76,15,5.77,BO,2022-04-17 01:39:55
70,Longyearbyen,78.2186,15.6401,21.04,68,40,6.91,SJ,2022-04-17 01:39:55
71,Stornoway,58.2093,-6.3865,49.93,91,100,5.75,GB,2022-04-17 01:39:56
72,Colquechaca,-18.6667,-66.0167,30.16,83,35,4.97,BO,2022-04-17 01:39:56
73,Hamada,34.8833,132.0833,63.32,37,16,4.9,JP,2022-04-17 01:39:56
74,Carnarvon,-24.8667,113.6333,77.07,69,92,17.27,AU,2022-04-17 01:39:57
75,Riyadh,24.6877,46.7219,71.74,23,2,8.43,SA,2022-04-17 01:39:33
76,Rocha,-34.4833,-54.3333,53.83,91,0,1.79,UY,2022-04-17 01:39:58
77,Mar Del Plata,-38.0023,-57.5575,62.1,91,91,8.01,AR,2022-04-17 01:34:16
78,Palmer,42.1584,-72.3287,45.01,85,100,3.44,US,2022-04-17 01:39:58
79,Sheltozero,61.3667,35.3667,24.89,94,68,4.29,RU,2022-04-17 01:39:59
80,Cidreira,-30.1811,-50.2056,66.34,75,99,6.89,BR,2022-04-17 01:39:59
81,Myitkyina,25.3833,97.4,79.48,57,87,3.62,MM,2022-04-17 01:40:00
82,Chuy,-33.6971,-53.4616,59.18,85,0,5.39,UY,2022-04-17 01:40:00
83,Hilo,19.7297,-155.09,73.27,92,100,6.91,US,2022-04-17 01:36:51
84,Mahebourg,-20.4081,57.7,77.29,88,75,11.5,MU,2022-04-17 01:40:02
85,Codrington,-38.2667,141.9667,79.3,30,100,24.43,AU,2022-04-17 01:40:03
86,Ilulissat,69.2167,-51.1,-8.21,92,10,5.86,GL,2022-04-17 01:38:16
87,Puerto Ayora,-0.7393,-90.3518,75.4,91,79,5.32,EC,2022-04-17 01:40:04
88,Tuktoyaktuk,69.4541,-133.0374,3.2,72,75,6.91,CA,2022-04-17 01:40:04
89,Qaanaaq,77.484,-69.3632,-19.86,73,8,7.36,GL,2022-04-17 01:36:50
90,Broadstairs,51.3591,1.4394,50.2,77,48,11.72,GB,2022-04-17 01:40:05
91,Miracema,-21.4122,-42.1967,65.1,86,55,1.95,BR,2022-04-17 01:40:06
92,Saint-Pierre,-21.3393,55.4781,71.91,83,0,6.91,RE,2022-04-17 01:32:07
93,Korla,41.7597,86.1469,54.95,10,0,3.11,CN,2022-04-17 01:40:07
94,Tasiilaq,65.6145,-37.6368,33.96,97,100,7.65,GL,2022-04-17 01:41:08
95,Bethel,41.3712,-73.414,48.51,87,100,8.05,US,2022-04-17 01:37:11
96,Bluff,-46.6,168.3333,53.8,57,93,8.01,NZ,2022-04-17 01:40:27
97,Chongwe,-15.3292,28.682,63.34,93,100,5.82,ZM,2022-04-17 01:41:11
98,Kaitangata,-46.2817,169.8464,55.67,57,80,10.29,NZ,2022-04-17 01:41:12
99,Tautira,-17.7333,-149.15,79.63,76,3,9.35,PF,2022-04-17 01:41:16
100,Faya,18.3851,42.4509,62.71,47,1,3.42,SA,2022-04-17 01:36:51
101,Teguldet,57.3064,88.1667,50.76,66,74,11.18,RU,2022-04-17 01:41:17
102,Torbay,47.6666,-52.7314,45.57,63,40,25.32,CA,2022-04-17 01:41:18
103,Ancud,-41.8697,-73.8203,50.32,88,0,4.83,CL,2022-04-17 01:36:49
104,Rio Grande,-32.035,-52.0986,59.95,74,85,8.93,BR,2022-04-17 01:41:19
105,Mnogovershinnyy,53.9353,139.9242,28.4,92,100,7.43,RU,2022-04-17 01:41:19
106,El Alto,-4.2714,-81.2147,66.45,82,37,15.66,PE,2022-04-17 01:41:20
107,Yar-Sale,66.8333,70.8333,11.66,84,100,14.88,RU,2022-04-17 01:41:20
108,Okhotsk,59.3833,143.3,26.26,76,100,10.83,RU,2022-04-17 01:41:21
109,Tutoia,-2.7619,-42.2744,77.14,88,100,4.41,BR,2022-04-17 01:41:21
110,Leningradskiy,69.3833,178.4167,14.5,88,97,8.72,RU,2022-04-17 01:41:22
111,Atuona,-9.8,-139.0333,78.84,80,84,17.09,PF,2022-04-17 01:41:22
112,Bubaque,11.2833,-15.8333,75.09,71,15,23.02,GW,2022-04-17 01:41:23
113,La Ronge,55.1001,-105.2842,32.25,43,100,5.75,CA,2022-04-17 01:41:23
114,Gasa,31.5,34.4667,66.63,36,59,8.55,PS,2022-04-17 01:41:24
115,Ambulu,-8.345,113.6058,84.13,71,91,0.36,ID,2022-04-17 01:41:24
116,Ust-Uda,54.1742,103.0304,49.62,72,52,3.62,RU,2022-04-17 01:41:25
117,Kashi,39.4547,75.9797,58.21,21,0,11.18,CN,2022-04-17 01:41:25
118,Jaynagar,26.5833,86.15,85.23,47,18,14.09,IN,2022-04-17 01:41:26
119,Sabang,5.8933,95.3214,83.86,63,56,5.37,ID,2022-04-17 01:41:26
120,Muros,42.7762,-9.0603,54.68,89,93,6.93,ES,2022-04-17 01:41:26
121,Teya,60.3778,92.6267,41.63,95,100,11.03,RU,2022-04-17 01:41:27
122,Paragould,36.0584,-90.4973,57.09,61,100,1.99,US,2022-04-17 01:41:27
123,Nikolskoye,59.7035,30.7861,32.81,82,62,3.2,RU,2022-04-17 01:41:28
124,Adrar,20.5022,-10.0711,76.17,15,0,12.17,MR,2022-04-17 01:41:28
125,Nome,64.5011,-165.4064,34.16,75,0,18.41,US,2022-04-17 01:41:28
126,Palatka,29.6486,-81.6376,75.83,75,84,6.53,US,2022-04-17 01:39:54
127,Saskylakh,71.9167,114.0833,18.72,92,100,18.99,RU,2022-04-17 01:36:56
128,Chokurdakh,70.6333,147.9167,6.71,88,24,2.82,RU,2022-04-17 01:41:30
129,Alta Floresta,-9.8756,-56.0861,72.48,97,100,1.25,BR,2022-04-17 01:41:30
130,Susangerd,31.5608,48.1831,69.87,18,67,11.18,IR,2022-04-17 01:41:31
131,Constitucion,-35.3333,-72.4167,54.32,75,0,3.02,CL,2022-04-17 01:41:31
132,Yichun,47.7,128.9,41.36,40,81,10.54,CN,2022-04-17 01:41:32
133,Hobyo,5.3505,48.5268,82.45,78,10,14.16,SO,2022-04-17 01:41:32
134,Ukiah,39.1502,-123.2078,58.89,58,0,10.36,US,2022-04-17 01:41:33
135,Hermanus,-34.4187,19.2345,56.8,82,5,13.42,ZA,2022-04-17 01:36:59
136,Kavieng,-2.5744,150.7967,84.51,71,31,8.75,PG,2022-04-17 01:41:33
137,Boyolangu,-8.1181,111.8935,84.25,71,86,3.65,ID,2022-04-17 01:41:34
138,Magadan,59.5667,150.8,25.95,64,61,2.46,RU,2022-04-17 01:41:34
139,Ostrovnoy,68.0531,39.5131,35.24,97,100,21.3,RU,2022-04-17 01:41:35
140,Dikson,73.5069,80.5464,6.53,94,100,14.54,RU,2022-04-17 01:36:55
141,Buraydah,26.326,43.975,70.25,16,0,8.84,SA,2022-04-17 01:42:35
142,Cherskiy,68.75,161.3,22.78,87,100,12.68,RU,2022-04-17 01:42:36
143,Port Hedland,-20.3167,118.5667,96.85,17,11,11.5,AU,2022-04-17 01:41:44
144,Abu Dhabi,24.4667,54.3667,84.22,64,0,4.61,AE,2022-04-17 01:42:26
145,Salalah,17.0151,54.0924,80.69,83,20,4.61,OM,2022-04-17 01:41:38
146,Prince Rupert,54.3161,-130.3201,48.29,49,0,9.22,CA,2022-04-17 01:42:37
147,Quelimane,-17.8786,36.8883,75.47,89,52,2.75,MZ,2022-04-17 01:42:37
148,Kirakira,-10.4544,161.9205,85.57,62,91,5.86,SB,2022-04-17 01:42:38
149,Batagay-Alyta,67.8006,130.4114,12.15,86,79,4.32,RU,2022-04-17 01:42:38
150,Kibala,9.1104,18.3463,85.95,54,0,0.0,TD,2022-04-17 01:42:39
151,Souillac,-20.5167,57.5167,77.38,88,75,11.5,MU,2022-04-17 01:42:39
152,Camacupa,-12.0167,17.4833,60.28,96,99,1.7,AO,2022-04-17 01:42:40
153,Port Blair,11.6667,92.75,82.44,83,20,2.3,IN,2022-04-17 01:42:42
154,Maceio,-9.6658,-35.7353,78.24,94,40,4.61,BR,2022-04-17 01:42:42
155,Lukh,57.0124,42.2584,29.19,73,97,13.6,RU,2022-04-17 01:42:42
156,Derzhavinsk,51.1,66.3167,47.73,70,74,8.1,KZ,2022-04-17 01:42:43
157,Burnie,-41.0667,145.9167,66.4,73,100,5.35,AU,2022-04-17 01:42:43
158,Wloszczowa,50.8526,19.9659,36.66,85,43,5.82,PL,2022-04-17 01:42:44
159,Kazlu Ruda,54.7667,23.5,31.98,81,100,4.54,LT,2022-04-17 01:42:44
160,Olovyannaya,50.95,115.5667,38.79,32,72,5.84,RU,2022-04-17 01:42:44
161,Tiznit,29.5833,-9.5,73.92,22,8,4.81,MA,2022-04-17 01:42:45
162,Lircay,-12.9896,-74.7205,49.6,75,100,1.52,PE,2022-04-17 01:42:45
163,Parlakimidi,18.7667,84.0833,85.46,64,75,4.0,IN,2022-04-17 01:42:46
164,Kismayo,-0.3582,42.5454,82.02,78,100,12.55,SO,2022-04-17 01:42:46
165,Nemuro,43.3236,145.575,40.57,76,4,15.43,JP,2022-04-17 01:42:47
166,Taber,49.8167,-112.1518,32.63,56,100,10.42,CA,2022-04-17 01:42:47
167,Ambilobe,-13.2,49.05,68.83,90,6,3.65,MG,2022-04-17 01:42:47
168,Hithadhoo,-0.6,73.0833,83.41,63,97,6.62,MV,2022-04-17 01:42:48
169,Narsaq,60.9167,-46.05,32.22,84,9,1.57,GL,2022-04-17 01:42:48
170,Nyurba,63.2842,118.3319,30.51,80,96,10.36,RU,2022-04-17 01:42:49
171,Harpanahalli,14.8,75.9833,75.47,76,80,8.01,IN,2022-04-17 01:42:49
172,Hammerfest,70.6634,23.6821,37.85,100,100,21.85,NO,2022-04-17 01:42:50
173,Bremerton,47.5673,-122.6326,47.82,77,0,11.5,US,2022-04-17 01:39:50
174,Pringsewu,-5.3582,104.9744,83.79,72,62,3.02,ID,2022-04-17 01:42:50
175,Ponta Delgada,37.7333,-25.6667,61.52,82,20,11.5,PT,2022-04-17 01:40:28
176,Yelanskiy,56.8419,62.5014,30.88,81,45,8.55,RU,2022-04-17 01:42:51
177,Alyangula,-13.8483,136.4192,87.67,66,40,10.36,AU,2022-04-17 01:42:51
178,Sitka,57.0531,-135.33,46.29,49,0,6.91,US,2022-04-17 01:41:36
179,Praia Da Vitoria,38.7333,-27.0667,59.25,88,40,10.31,PT,2022-04-17 01:42:52
180,Walvis Bay,-22.9575,14.5053,52.75,100,25,1.14,NA,2022-04-17 01:42:52
181,Qeshm,26.9581,56.2719,78.69,75,5,1.32,IR,2022-04-17 01:42:53
182,Ontario,34.0633,-117.6509,68.88,65,75,17.27,US,2022-04-17 01:42:53
183,Lompoc,34.6391,-120.4579,63.01,77,0,12.66,US,2022-04-17 01:42:54
184,Tobol,52.6844,62.5794,38.53,79,11,9.73,KZ,2022-04-17 01:42:54
185,Katsuura,35.1333,140.3,58.98,58,100,10.31,JP,2022-04-17 01:42:55
186,Sakakah,29.9697,40.2064,63.97,20,0,8.23,SA,2022-04-17 01:42:55
187,Mayor Pablo Lagerenza,-19.9309,-60.7718,68.5,44,100,7.4,PY,2022-04-17 01:43:55
188,Kruisfontein,-34.0033,24.7314,58.89,92,0,3.44,ZA,2022-04-17 01:43:56
189,Maua,-23.6678,-46.4614,63.36,93,87,5.32,BR,2022-04-17 01:43:57
190,Muskogee,35.5834,-95.3336,62.67,62,100,12.66,US,2022-04-17 01:43:57
191,Srednekolymsk,67.45,153.6833,18.63,86,100,7.0,RU,2022-04-17 01:43:57
192,Tiksi,71.6872,128.8694,4.06,91,29,6.26,RU,2022-04-17 01:43:59
193,Semey,50.4111,80.2275,43.02,56,0,8.95,KZ,2022-04-17 01:44:00
194,Balassagyarmat,48.073,19.2961,36.46,78,32,3.47,HU,2022-04-17 01:44:00
195,Sao Filipe,14.8961,-24.4956,70.5,80,16,7.61,CV,2022-04-17 01:44:01
196,Georgetown,5.4112,100.3354,85.95,87,20,5.01,MY,2022-04-17 01:42:19
197,Rawson,-43.3002,-65.1023,54.14,70,0,10.22,AR,2022-04-17 01:44:02
198,Bengkulu,-3.8004,102.2655,83.46,70,89,2.75,ID,2022-04-17 01:40:26
199,Chitrakonda,18.1167,82.0833,85.21,36,78,1.28,IN,2022-04-17 01:44:02
200,Hami,42.8,93.45,57.61,19,0,8.79,CN,2022-04-17 01:44:03
201,Orodara,10.9492,-4.9342,73.53,58,100,0.13,BF,2022-04-17 01:44:04
202,Alice Springs,-23.7,133.8833,89.15,18,16,13.8,AU,2022-04-17 01:44:04
203,Cape Town,-33.9258,18.4232,61.92,70,0,11.99,ZA,2022-04-17 01:42:59
204,Singkang,2.1006,102.7994,83.39,73,100,1.86,MY,2022-04-17 01:44:05
205,Sur,22.5667,59.5289,86.41,36,32,5.75,OM,2022-04-17 01:44:06
206,Gold Coast,-28.0,153.4333,75.27,70,75,11.5,AU,2022-04-17 01:40:26
207,Boa Vista,2.8197,-60.6733,80.58,74,40,5.75,BR,2022-04-17 01:40:50
208,Yinchuan,38.4681,106.2731,53.51,24,93,12.37,CN,2022-04-17 01:39:21
209,Beringovskiy,63.05,179.3167,31.78,98,100,19.26,RU,2022-04-17 01:37:08
210,Port-Cartier,50.0334,-66.8654,35.82,89,13,4.85,CA,2022-04-17 01:44:07
211,Gat,31.61,34.7642,68.4,25,56,6.64,IL,2022-04-17 01:44:08
212,Paamiut,61.994,-49.6678,22.24,88,8,7.0,GL,2022-04-17 01:44:09
213,Bereznik,62.8551,42.7072,26.02,95,96,4.74,RU,2022-04-17 01:44:09
214,Mitsamiouli,-11.3847,43.2844,81.21,77,6,3.15,KM,2022-04-17 01:44:09
215,Inuvik,68.3499,-133.7218,18.46,38,0,4.61,CA,2022-04-17 01:44:10
216,Koutiala,12.3917,-5.4642,79.02,54,100,5.97,ML,2022-04-17 01:44:11
217,Zhuhai,22.2769,113.5678,69.58,78,40,10.36,CN,2022-04-17 01:44:11
218,Zhanakorgan,43.9098,67.2495,61.92,53,100,15.75,KZ,2022-04-17 01:44:12
219,Pishin,30.5803,66.9961,69.55,15,93,2.42,PK,2022-04-17 01:44:12
220,Luanda,-8.8368,13.2343,78.8,83,75,10.36,AO,2022-04-17 01:42:53
221,Upington,-28.4478,21.2561,55.78,94,0,4.61,ZA,2022-04-17 01:44:13
222,Sola,-13.8833,167.55,82.45,70,69,4.18,VU,2022-04-17 01:44:14
223,Launceston,-41.45,147.1667,73.62,60,100,21.85,AU,2022-04-17 01:43:31
224,Los Llanos De Aridane,28.6585,-17.9182,60.55,82,0,12.66,ES,2022-04-17 01:44:14
225,Isangel,-19.55,169.2667,84.02,70,20,6.24,VU,2022-04-17 01:44:15
226,Kitui,-1.367,38.0106,64.72,83,100,4.63,KE,2022-04-17 01:44:16
227,Gladstone,-23.85,151.25,81.79,41,0,10.36,AU,2022-04-17 01:44:16
228,Teberda,43.4456,41.7448,36.95,64,9,5.66,RU,2022-04-17 01:44:17
229,Bonavista,48.6499,-53.1147,38.7,77,100,15.95,CA,2022-04-17 01:45:17
230,Nanortalik,60.1432,-45.2371,29.05,84,93,8.21,GL,2022-04-17 01:45:18
231,Kavaratti,10.5669,72.642,83.86,72,31,5.82,IN,2022-04-17 01:45:19
232,Bugiri,0.5714,33.7417,64.53,93,100,3.06,UG,2022-04-17 01:45:19
233,Zwedru,6.0667,-8.1281,70.93,98,100,2.82,LR,2022-04-17 01:45:20
234,Bagan,54.1001,77.6646,55.51,55,100,6.53,RU,2022-04-17 01:45:20
235,Matay,28.419,30.7792,77.86,15,0,9.28,EG,2022-04-17 01:45:21
236,Bukene,-4.2333,32.8833,62.08,95,99,2.3,TZ,2022-04-17 01:45:21
237,Pimenta Bueno,-11.6725,-61.1936,71.83,96,39,2.8,BR,2022-04-17 01:42:13
238,Azogues,-2.7333,-78.8333,58.95,97,93,2.73,EC,2022-04-17 01:45:22
239,Shar,49.5886,81.0453,51.03,35,5,12.33,KZ,2022-04-17 01:45:22
240,Filadelfia,39.9523,-75.1638,55.42,79,100,18.41,US,2022-04-17 01:44:53
241,Morant Bay,17.8815,-76.4093,80.22,85,69,8.55,JM,2022-04-17 01:45:23
242,Bandarbeyla,9.4942,50.8122,80.44,79,40,7.07,SO,2022-04-17 01:45:24
243,Lapao,-11.3833,-41.8319,68.41,95,100,7.99,BR,2022-04-17 01:45:24
244,Ebolowa,2.9,11.15,68.95,99,45,1.52,CM,2022-04-17 01:45:25
245,Kapuskasing,49.4169,-82.4331,24.89,74,100,11.5,CA,2022-04-17 01:45:25
246,Lancaster,40.2504,-76.2499,51.44,80,100,1.99,US,2022-04-17 01:45:26
247,Bud,39.447,-86.1758,48.22,48,10,9.53,US,2022-04-17 01:45:26
248,Elizabeth City,36.2946,-76.2511,69.82,81,0,10.36,US,2022-04-17 01:45:26
249,Avoch,57.5669,-4.1709,51.73,85,100,0.0,GB,2022-04-17 01:45:27
250,Orange Cove,36.6244,-119.3137,72.77,59,28,2.57,US,2022-04-17 01:45:27
251,Najran,17.4924,44.1277,79.45,27,4,0.34,SA,2022-04-17 01:45:28
252,Santa Rosa,14.3122,121.1114,84.18,61,28,10.89,PH,2022-04-17 01:45:28
253,Saldanha,-33.0117,17.9442,57.25,69,0,9.95,ZA,2022-04-17 01:45:29
254,Hasaki,35.7333,140.8333,61.29,54,100,9.62,JP,2022-04-17 01:42:53
255,Saint-Joseph,-21.3667,55.6167,71.98,77,19,9.15,RE,2022-04-17 01:45:29
256,Iqaluit,63.7506,-68.5145,10.13,84,75,4.61,CA,2022-04-17 01:45:30
257,Hellin,38.5106,-1.701,60.12,51,0,8.37,ES,2022-04-17 01:45:30
258,Zarubino,42.63,131.0922,50.23,38,57,5.64,RU,2022-04-17 01:45:30
259,Lebu,-37.6167,-73.65,52.97,93,45,10.98,CL,2022-04-17 01:36:56
260,Saint George,37.1041,-113.5841,75.79,17,20,20.71,US,2022-04-17 01:45:31
261,Tuburan,6.6439,122.2736,84.29,76,94,7.61,PH,2022-04-17 01:45:32
262,Whakatane,-37.9585,176.9854,70.65,65,100,4.0,NZ,2022-04-17 01:45:32
263,Kahului,20.8947,-156.47,80.62,44,20,14.97,US,2022-04-17 01:38:17
264,Tam Ky,15.5667,108.4833,81.81,76,99,6.8,VN,2022-04-17 01:43:54
265,Airai,-8.9266,125.4092,74.34,59,29,1.7,TL,2022-04-17 01:45:33
266,Umm Lajj,25.0213,37.2685,79.18,40,0,9.4,SA,2022-04-17 01:45:11
267,Bundaberg,-24.85,152.35,80.22,56,100,10.36,AU,2022-04-17 01:43:58
268,Mocuba,-16.8392,36.9856,69.76,99,54,2.86,MZ,2022-04-17 01:45:34
269,Verkhnyaya Inta,65.9811,60.3094,14.86,94,94,8.72,RU,2022-04-17 01:45:34
270,Seymchan,62.8833,152.4333,22.24,82,99,4.65,RU,2022-04-17 01:45:35
271,Diego De Almagro,-26.3667,-70.05,57.2,46,0,1.5,CL,2022-04-17 01:45:35
272,Tromso,69.6496,18.957,41.02,81,100,12.66,NO,2022-04-17 01:45:36
273,Pafos,34.7667,32.4167,60.58,44,0,4.61,CY,2022-04-17 01:45:36
274,Naze,28.3667,129.4833,67.12,58,90,10.18,JP,2022-04-17 01:45:37
275,Emba,48.8264,58.1442,48.11,77,9,5.08,KZ,2022-04-17 01:45:37
276,Dwarka,22.2394,68.9678,80.24,75,0,12.86,IN,2022-04-17 01:46:38
277,Lavrentiya,65.5833,-171.0,31.1,95,100,10.38,RU,2022-04-17 01:46:38
278,Kyabe,9.4515,18.9449,84.61,40,4,5.19,TD,2022-04-17 01:46:38
279,Auki,-8.7676,160.7034,85.91,64,86,3.27,SB,2022-04-17 01:46:08
280,Zetea,46.3833,25.3667,37.8,93,100,3.87,RO,2022-04-17 01:46:39
281,Kargasok,59.0556,80.8572,42.94,93,100,9.01,RU,2022-04-17 01:38:15
282,Scottsbluff,41.8666,-103.6672,51.12,35,100,26.46,US,2022-04-17 01:46:40
283,Harper,4.375,-7.7169,76.98,88,100,2.57,LR,2022-04-17 01:46:40
284,Damghan,36.1683,54.348,49.48,71,59,7.34,IR,2022-04-17 01:46:41
285,Majene,-3.5403,118.9707,77.58,87,100,2.98,ID,2022-04-17 01:45:24
286,Opuwo,-18.0607,13.84,67.64,44,60,3.56,NA,2022-04-17 01:46:41
287,Ponta Do Sol,32.6667,-17.1,70.43,42,100,7.45,PT,2022-04-17 01:41:42
288,Mahanje,-9.9333,35.3333,61.81,97,17,1.23,TZ,2022-04-17 01:46:42
289,Methoni,36.8197,21.7049,66.06,64,2,2.82,GR,2022-04-17 01:46:42
290,San Cristobal,7.7669,-72.225,75.38,97,100,4.21,VE,2022-04-17 01:44:09
291,Sarahan,31.5167,77.8,55.83,40,0,6.69,IN,2022-04-17 01:46:43
292,Samarai,-10.6167,150.6667,83.66,73,99,7.0,PG,2022-04-17 01:36:55
293,Iguaba Grande,-22.8392,-42.2289,66.83,81,0,8.61,BR,2022-04-17 01:46:44
294,Inhambane,-23.865,35.3833,72.46,92,72,5.84,MZ,2022-04-17 01:46:45
295,Teknaf,20.8624,92.3058,84.94,73,63,4.59,BD,2022-04-17 01:46:45
296,Meulaboh,4.1363,96.1285,81.82,80,50,2.28,ID,2022-04-17 01:45:44
297,Salvador,13.8333,-88.9167,75.6,75,43,2.66,SV,2022-04-17 01:46:46
298,Atasu,48.6814,71.6433,56.91,25,100,4.9,KZ,2022-04-17 01:46:46
299,Asfi,32.2994,-9.2372,66.04,57,100,10.71,MA,2022-04-17 01:46:47
300,Tadine,-21.55,167.8833,81.18,70,9,8.1,NC,2022-04-17 01:46:47
301,Kaohsiung,22.6163,120.3133,75.15,70,75,6.91,TW,2022-04-17 01:46:48
302,Quatre Cocos,-20.2078,57.7625,77.11,82,80,14.23,MU,2022-04-17 01:46:48
303,Pacific Grove,36.6177,-121.9166,61.02,75,40,9.22,US,2022-04-17 01:46:49
304,Sangar,63.9242,127.4739,19.92,87,90,1.45,RU,2022-04-17 01:46:49
305,Butajira,8.1167,38.3667,61.39,81,100,2.15,ET,2022-04-17 01:46:49
306,Inverell,-29.7833,151.1167,77.67,42,0,3.0,AU,2022-04-17 01:46:50
307,Iskateley,67.6803,53.1512,18.01,96,100,6.64,RU,2022-04-17 01:46:50
308,Mezen,65.8522,44.24,31.19,97,100,7.2,RU,2022-04-17 01:46:51
309,Kidal,18.4411,1.4078,74.86,17,100,12.17,ML,2022-04-17 01:46:52
310,Thinadhoo,0.5333,72.9333,83.46,68,97,7.94,MV,2022-04-17 01:46:52
311,Pisco,-13.7,-76.2167,65.01,82,0,13.8,PE,2022-04-17 01:34:48
312,Itacarambi,-15.1022,-44.0919,69.17,94,100,3.76,BR,2022-04-17 01:46:53
313,Murmashi,68.8154,32.8115,39.61,69,75,8.99,RU,2022-04-17 01:46:53
314,Talnakh,69.4865,88.3972,13.89,94,100,15.75,RU,2022-04-17 01:44:05
315,Kapit,2.0167,112.9333,85.89,66,94,2.44,MY,2022-04-17 01:46:54
316,Waipawa,-41.4122,175.5153,56.01,60,19,8.52,NZ,2022-04-17 01:46:54
317,Boende,-0.2167,20.8667,70.92,97,100,2.55,CD,2022-04-17 01:46:55
318,Moose Factory,51.2585,-80.6094,30.2,93,100,9.22,CA,2022-04-17 01:46:55
319,Basingstoke,51.2625,-1.0871,50.18,87,99,4.61,GB,2022-04-17 01:47:09
320,Lasa,46.6166,10.7002,38.35,67,12,6.31,IT,2022-04-17 01:46:14
321,Praia,14.9215,-23.5087,70.34,73,75,13.8,CV,2022-04-17 01:44:01
322,Sokode,8.9833,1.1333,73.27,73,100,1.66,TG,2022-04-17 01:47:57
323,Severo-Kurilsk,50.6789,156.125,32.86,78,100,11.1,RU,2022-04-17 01:42:57
324,Vestmannaeyjar,63.4427,-20.2734,45.81,89,78,13.49,IS,2022-04-17 01:38:16
325,Cukai,4.25,103.4167,84.15,74,44,2.33,MY,2022-04-17 01:47:58
326,Yangambi,0.8102,24.4336,68.43,99,100,2.37,CD,2022-04-17 01:47:58
327,Catuday,16.2923,119.8062,83.53,61,38,5.14,PH,2022-04-17 01:47:59
328,Provideniya,64.3833,-173.3,32.63,95,99,11.18,RU,2022-04-17 01:45:25
329,Sheridan,44.8333,-106.9173,46.31,53,0,11.5,US,2022-04-17 01:47:59
